Model,Accuracy,Training_Time,Inference_Time,Precision,Recall,F1_Score
VGG16,0.10000000149011612,1200.520343542099,2.1461939811706543,0.01,0.1,0.01818181818181818
ResNet50,0.6912999749183655,465.77111315727234,1.1531281471252441,0.7125678777405767,0.6913,0.6834652185737783
MobileNetV2,0.6288999915122986,254.71544861793518,1.076822280883789,0.6508304884256975,0.6289,0.6196886759810519
